Method,Name,Error,Occurrences 
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a6d0db33-1eda-4f72-af29-26a084b7fb8b""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0c9f8579-b3d1-4fd8-b819-30693016addc""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_cc3ad36f-5e11-4e80-8555-bb77c92877a1""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ae683187-d449-49cb-8c49-23ea3477a3dc""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_bd05cdec-f7ea-4f2f-bc19-f58cb09b54a2""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3e0f1d29-ac7a-4425-bc86-70d94baaf31b""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f9a05873-6ce6-47f5-bf29-b19fe32a5b13""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_77bea169-a3f1-4352-9175-486a13b20807""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_10e16a0d-fcd6-4c26-b054-03d9451547f0""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_75d99377-7f5f-48a6-aa1c-3ef92e85df30""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_bb7c9b69-c1c9-4c69-b971-c60c53096c70""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_97b15119-94ad-4d10-bfcb-5e69df3bbbd3""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_195c2d7b-2384-44e9-9201-0501c528a580""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a7ccccdd-ed55-4e0f-b5bf-1e84a477556d""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_30db8191-80f0-4495-8c6f-3745d58d5728""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5a9ec2b0-95b6-4282-aa49-34933890aa63""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0c270005-28ed-4f42-aabe-d1e43ff66408""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2a462826-3c1e-4591-8606-bc30d4b93d63""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_24afe370-4022-42cb-9e05-b1cc823fa798""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0e901b59-6af1-4e16-8dad-5741bf32a621""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_645311aa-b7f3-4c48-a73d-4be76855b671""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_34943669-9a0d-48fb-a7b5-6fcd9bc79807""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_dc368339-6d38-4305-8da8-ee528e43a6d6""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_69fcc71d-b5d6-45af-95c9-942c9b647013""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_bd626d3c-8c34-46b2-a10c-3fba8b04c978""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_b4c2cef0-8adc-4efb-860e-c9986bd032a0""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_b205a1a5-c202-4a04-be75-83c0342cbbe7""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c0219c69-fa41-4498-a11d-8e0839f389a3""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1009b400-ce0a-4f1b-85e3-3efc7ad02604""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_52781c89-8d6f-44f0-880d-e9eb42052ead""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_158a8384-30df-4ce2-905a-a10ac8796c32""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_7e9957a3-ca86-4786-8209-dff3aee1104e""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0573248e-a774-4955-8f72-c58dea0d59f2""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_cdb3c9b0-1709-49f4-b0d9-6e2a885bb17b""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_43719331-367d-4c27-969d-42fffd28a09e""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_fd146bbf-797e-42aa-9749-d51f058dabb6""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f239a572-909d-4fb1-b634-3b5765220e73""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a540b41c-1e02-471d-b522-4735c3553750""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_954661eb-9d75-4826-b24d-d8be9509d825""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0f4409ae-c422-4bc9-a400-9ac5df84f84e""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ffccde46-4787-40ff-9e59-a4dde6a71172""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3bfdb072-4204-4fc5-8926-5933608defc6""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8b4eeb54-91d8-42ee-a73c-4c3ef838fe4a""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_82d4e83d-0660-4e2f-bbed-43144e143b67""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_32b9d123-3d13-44f6-9814-911004b6192d""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_702138b2-753e-4734-92f3-96a36f96c48a""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0d0d8e6b-df2d-4484-acc3-fce22b1a40b9""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d1a497e6-4ff7-45fc-81fa-fc95b0b4a081""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_93fa9c44-55e0-479f-bc0d-d6e8f90e504a""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2ba4fb91-6b8e-49e2-bab4-9f8c81604067""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c7e2a0be-89f5-4ae1-9ad7-2e91f343e4c0""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_62ae96c8-6090-4648-9455-cdaf0dc41260""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_e6878e69-894e-4270-9cf0-d8c5b6a7f485""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_54d1bea9-ac8f-44b4-95a8-d68d9c91b599""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f6737ba2-1f53-42e7-865b-13f105020ab6""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_9c24f69f-44d9-4e24-a65a-a2e3781addb8""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ba90c92b-8ed3-4405-a49e-fea58010e8a0""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c161a88b-53ba-42ad-be01-362e9ef3ac48""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a7d41476-0327-4c22-925d-4edfcc769371""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f0a3b0f2-32b1-4b2c-be3a-868ad1959ffa""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c79f7040-0219-4b9f-b984-2e64422d179f""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3808390f-04e2-4603-89ca-dbce03786500""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_7815448a-6636-4be5-ace7-ba5774ae5786""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_94c9f5f5-5231-4367-b7c1-f030f1993a21""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c14a7c09-5471-4181-bf6a-5889e5ee7219""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_fa5d47d0-c83e-49f5-8e89-dab6127fff93""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_e3214a20-e959-4ab6-88c6-3103b0bd47ec""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d7aff8f9-c62f-4c24-831b-0ca4c3001850""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_102c03a2-9f31-4e3c-84e8-ccc5c3d3ebfa""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_7b45eefc-3c4a-42fe-aeca-0ed99c31c0da""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_677d3a0c-ca99-4e79-8f59-61090107cb29""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_59a34ffb-49d6-49ed-bd0c-f4419129d87a""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f7d0bd05-4681-4d2a-8959-2f3122a07cdb""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_cc018779-198c-4350-aee5-3c9ec31a6f1f""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_6610edfe-b830-4e49-a3da-567a06622f85""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2e1c2137-bbd0-41e4-83d1-6149e07fd688""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3da9a8cf-0157-403d-8922-6c904ced6ce8""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_23ad08d5-1970-4e3a-b1d5-bc26ee889b4c""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_512a5f16-6e2d-41b5-af45-ffcb0b7c6998""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_740b20e2-42cd-43a2-8be2-d758aa89464f""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ef24357f-8cf9-4412-9051-313833f36060""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5c45ccd3-a0fb-4488-a9f8-61634810e334""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3fb9f415-614a-4fc6-8477-ba05512da759""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c2508a9c-dcfc-49d2-a0b7-d8441631e171""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_93b99c56-1093-49a7-ac45-14366eeadf2b""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_e51b32ae-ef33-46e0-bd26-1265b27eb49a""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1141a4b3-219e-45a3-a2ca-85d02049405f""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_528b8e4d-10af-43aa-bc6d-53a8670be418""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8e6e902c-d556-4aee-8c0c-6d8d28afb231""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_7e5716ba-690f-40c0-a967-75213da20b3f""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_09e172d2-23a9-41ee-bcec-2899f3285f71""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d44b9031-f22c-4053-a0ff-ff7af7298e22""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f009ffba-a25d-4494-b10c-0cd543034a61""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ed90d1ea-e256-4234-a26d-aaada65f685b""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_79f3baac-15b0-4369-8c7c-49bbe9bd055b""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_176f94aa-753f-4548-ab46-bfebdc342d7d""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_9e961c8e-1e39-42d5-ad01-00526862a990""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3cedae7c-9aee-4f9d-9007-b2aecb677621""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_42845082-e67c-452d-babb-1b1bcfc3e8bd""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f2ed5178-796c-4ddf-9379-5dea525b30d2""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3508fd34-b95f-4826-ac39-22e6a973846b""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5f31072c-4801-49fe-8b93-6d3c1d8767fe""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_61f8c363-a538-4a6c-9e22-b3ccabb3d46f""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_72995675-3729-489f-aa81-d1a8b626b35b""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d926df06-319d-4b92-8f09-054be7d18cf1""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d822ea1d-7a12-49e2-8947-72a46512dcff""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_427a2799-2e63-4cba-a612-05e8adec5ade""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3fb7bb23-e384-4eb0-bcd6-69fa52357974""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f63ce533-7406-4540-9576-247a3c53802c""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ab434370-4de7-4a9e-a50b-8e459a44c6a9""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0bfb8611-3dd2-401c-92e4-6d92bdfa0ff7""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_4ef6e765-9349-428a-bbc1-f73ae5aa465a""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_e70e9a75-4a29-494f-8f20-a45f39c217e7""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f3ecc941-ffcc-4e38-a13e-440c0f67f6ab""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1cf48692-c892-4646-8f79-dec338225576""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_70fcaf75-f488-4728-b93d-1852748d065d""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a1bba8b7-74cd-479b-8625-3252bb3c244a""}}')",1
